,Main_sector,new_permalink,company_permalink,funding_round_permalink,funding_round_type,funding_round_code,funded_at,raised_amount_usd,permalink,name,homepage_url,category_list,status,country_code,state_code,region,city,founded_at,Primary_sector,total_count,total_amount_invested
1,Automotive & Sports,/organization/ atieva,/organization/atieva,/funding-round/6a5a9a2ff0c547710ac0387f87f1e343,venture,NA,17-12-2009,7000000.00,/Organization/Atieva,Atieva,http://www.atieva.com,Automotive|Electric Vehicles|Software,operating,USA,CA,SF Bay Area,Menlo Park,1/1/2007,Automotive,142,1269104361
2,Automotive & Sports,/organization/ zero-motorcycles,/ORGANIZATION/ZERO-MOTORCYCLES,/funding-round/b525cff62d6f469611ae43bb6e04f798,venture,NA,1/10/2012,6000000.00,/Organization/Zero-Motorcycles,Zero Motorcycles Inc.,http://www.zeromotorcycles.com,Automotive|Electric Vehicles,operating,USA,CA,SF Bay Area,Scotts Valley,1/1/2006,Automotive,142,1269104361
3,Automotive & Sports,/organization/ vinli,/organization/vinli,/funding-round/503de85df4b1e841dc64d4fe0220631c,venture,A,8/6/2015,6500000.00,/Organization/Vinli,Vinli,https://www.vin.li/,Automotive|Development Platforms|Embedded Hardware and Software|Mobile,operating,USA,TX,Dallas,Dallas,1/1/2014,Automotive,142,1269104361
4,Automotive & Sports,/organization/ flywheel-software,/ORGANIZATION/FLYWHEEL-SOFTWARE,/funding-round/9d3bfecf8a4bd83cd78e99d132cae6ce,venture,C,20-11-2014,12000000.00,/Organization/Flywheel-Software,Flywheel Software,http://www.flywheel.com,Automotive|Mobile|Public Transportation|Real Time|Transportation,operating,USA,CA,SF Bay Area,Redwood City,1/1/2009,Automotive,142,1269104361
5,Automotive & Sports,/organization/ delphi,/organization/delphi,/funding-round/3fc379fe0b42bbcd9839a6c29b9b3ac1,venture,NA,13-06-2008,8000000.00,/Organization/Delphi,Delphi,http://www.delphi.com,Automotive,ipo,USA,MI,Detroit,Troy,1/1/2009,Automotive,142,1269104361
6,Automotive & Sports,/organization/ silvercar,/ORGANIZATION/SILVERCAR,/funding-round/9fda197ed5492c9e68e60e6fd5d13835,venture,B,23-09-2014,14000000.00,/Organization/Silvercar,Silvercar,http://silvercar.com,Automotive|E-Commerce|Transportation,operating,USA,TX,Austin,Austin,1/4/2012,Automotive,142,1269104361
7,Automotive & Sports,/organization/ ansible,/organization/ansible,/funding-round/2692caf147ec410d38a509c2499902c6,venture,A,12/8/2013,6000000.00,/Organization/Ansible,Ansible,http://ansible.com,Automotive|Cloud Computing|Enterprise Software,acquired,USA,CA,Santa Barbara,Santa Barbara,1/1/2013,Automotive,142,1269104361
8,Automotive & Sports,/organization/ clean-wave-technologies,/organization/clean-wave-technologies,/funding-round/adc4e173bcd088bb1f04311512ad0834,venture,NA,29-01-2014,8762152.00,/Organization/Clean-Wave-Technologies,Clean Wave Technologies,http://www.cleanwavetech.com/,Electric Vehicles|Energy Management,operating,USA,CA,SF Bay Area,Mountain View,1/1/2008,Electric Vehicles,142,1269104361
9,Automotive & Sports,/organization/ venture-vehicles-inc,/organization/venture-vehicles-inc,/funding-round/28cb96bfafc283fd4359ef4fd7368499,venture,A,17-08-2007,6000000.00,/Organization/Venture-Vehicles-Inc,Persu Mobility,http://www.flytheroad.com/,Electric Vehicles,operating,USA,CA,Los Angeles,Los Angeles,1/1/2005,Electric Vehicles,142,1269104361
10,Automotive & Sports,/organization/ servergy,/organization/servergy,/funding-round/879606dc51e3a085579e52bf31c47b11,venture,NA,10/6/2012,5637090.00,/Organization/Servergy,Servergy,http://servergy.com,Design,operating,USA,TX,Dallas,Mckinney,1/1/2009,Design,142,1269104361
11,Automotive & Sports,/organization/ zero-motorcycles,/ORGANIZATION/ZERO-MOTORCYCLES,/funding-round/202fa68e001fac1b37a153bdcd140faf,venture,NA,10/4/2008,5060000.00,/Organization/Zero-Motorcycles,Zero Motorcycles Inc.,http://www.zeromotorcycles.com,Automotive|Electric Vehicles,operating,USA,CA,SF Bay Area,Scotts Valley,1/1/2006,Automotive,142,1269104361
12,Automotive & Sports,/organization/ zero-motorcycles,/organization/zero-motorcycles,/funding-round/3ac20de6081d6aebc0d6327b368dda24,venture,A,5/1/2010,5564220.00,/Organization/Zero-Motorcycles,Zero Motorcycles Inc.,http://www.zeromotorcycles.com,Automotive|Electric Vehicles,operating,USA,CA,SF Bay Area,Scotts Valley,1/1/2006,Automotive,142,1269104361
13,Automotive & Sports,/organization/ puppet-labs,/organization/puppet-labs,/funding-round/6b47b247aad0ea3bb60e0aaf873200ac,venture,C,29-11-2011,8500000.00,/Organization/Puppet-Labs,Puppet Labs,http://www.puppetlabs.com,Automotive|Information Technology|Infrastructure|Services|Software,operating,USA,OR,"Portland, Oregon",Portland,1/1/2005,Automotive,142,1269104361
14,Automotive & Sports,/organization/ eshakti-com,/organization/eshakti-com,/funding-round/d75b94b82da945832f5980429ac9ea4a,venture,B,10/9/2014,14500000.00,/Organization/Eshakti-Com,eShakti.com,http://www.eshakti.com,Design|Designers|E-Commerce|Fashion,operating,USA,WA,Seattle,Sammamish,1/1/2001,Design,142,1269104361
15,Automotive & Sports,/organization/ skycatch,/organization/skycatch,/funding-round/8a877a4f05f641dd6120f17af85744d5,venture,A,23-05-2014,13200000.00,/Organization/Skycatch,Skycatch,http://skycatch.com,Aerospace|Drones|Hardware|Hardware + Software|Robotics|Security,operating,USA,CA,SF Bay Area,San Francisco,1/1/2013,Aerospace,142,1269104361
16,Automotive & Sports,/organization/ jetsuite,/organization/jetsuite,/funding-round/1aaa58be03122699ade7cf2c2d9bd798,venture,NA,13-09-2011,7000000.00,/Organization/Jetsuite,JetSuite,http://www.jetsuite.com,Aerospace|Travel,operating,USA,CA,Anaheim,Irvine,1/1/2009,Aerospace,142,1269104361
17,Automotive & Sports,/organization/ car-advisory-network,/organization/car-advisory-network,/funding-round/4389fc22516113fbf1a33c6e1262b505,venture,A,17-03-2008,6500000.00,/Organization/Car-Advisory-Network,Car Advisory Network,http://www.caradvisorynetwork.com,Automotive,operating,USA,CA,SF Bay Area,Palo Alto,NA,Automotive,142,1269104361
18,Automotive & Sports,/organization/ logoworks,/organization/logoworks,/funding-round/5fd866c65c9490dfc1373f45dbfa6a53,venture,B,20-06-2005,9300000.00,/Organization/Logoworks,Logoworks,http://www.logoworks.com,Design|Graphics|Web Design,operating,USA,NY,New York City,New York,1/1/2000,Design,142,1269104361
19,Automotive & Sports,/organization/ kymeta,/organization/kymeta,/funding-round/df91c069e014e2c2e446f6d72d9e8245,venture,NA,21-08-2012,12000000.00,/Organization/Kymeta,Kymeta,http://www.kymetacorp.com,Aerospace|Communications Hardware|Hardware + Software|Mobile,operating,USA,WA,Seattle,Redmond,1/1/2012,Aerospace,142,1269104361
20,Automotive & Sports,/organization/ airware,/organization/airware,/funding-round/ff5ef44d01bb63a164dffa1b5209390f,venture,A,15-05-2013,12200000.00,/Organization/Airware,Airware,http://airware.com,Aerospace|Drones|Enterprise Software|Robotics,operating,USA,CA,SF Bay Area,San Francisco,1/5/2011,Aerospace,142,1269104361
21,Automotive & Sports,/organization/ stratavia,/organization/stratavia,/funding-round/0e4b00cbf97059f2716cf7b75dc0aa61,venture,B,25-07-2007,6250000.00,/Organization/Stratavia,Stratavia,http://www.stratavia.com,Automotive|Software|Startups,acquired,USA,CO,Denver,Denver,1/1/2001,Automotive,142,1269104361
22,Automotive & Sports,/organization/ open-mile,/organization/open-mile,/funding-round/02f1b5ad78a9a6d1f3089324a991463c,venture,B,1/2/2011,6000000.00,/Organization/Open-Mile,Open Mile,http://www.openmile.com,Automotive|Enterprise Software|Shipping|Software|Transportation,acquired,USA,MA,Boston,Boston,23-02-2011,Automotive,142,1269104361
23,Automotive & Sports,/organization/ flywheel-software,/organization/flywheel-software,/funding-round/790e008c80638730af4b4f2d1a357b7f,venture,B,31-07-2013,14800000.00,/Organization/Flywheel-Software,Flywheel Software,http://www.flywheel.com,Automotive|Mobile|Public Transportation|Real Time|Transportation,operating,USA,CA,SF Bay Area,Redwood City,1/1/2009,Automotive,142,1269104361
24,Automotive & Sports,/organization/ streetfire,/ORGANIZATION/STREETFIRE,/funding-round/39f221b07752520670c74009c418f82d,venture,A,1/9/2007,6100000.00,/Organization/Streetfire,StreetFire,http://www.streetfire.net,Auto|Automotive|Cars|Photography|Social Media|Social Network Media|Video,acquired,USA,CA,Los Angeles,Los Angeles,1/6/2004,Auto,142,1269104361
25,Automotive & Sports,/organization/ gracenote,/ORGANIZATION/GRACENOTE,/funding-round/fe6b60b145f2f7ca5989d55015265bf2,venture,D,1/3/2004,13000000.00,/Organization/Gracenote,Gracenote,http://www.gracenote.com,Automotive|Music|Sports|Video,acquired,USA,CA,SF Bay Area,Emeryville,1/1/1998,Automotive,142,1269104361
26,Automotive & Sports,/organization/ brammo,/ORGANIZATION/BRAMMO,/funding-round/fc18f42971df2928381a8ac1a4b5d3df,venture,NA,22-09-2010,12500000.00,/Organization/Brammo,Brammo,http://www.brammo.com,Automotive|Batteries|Clean Technology|Energy,operating,USA,OR,Medford,Ashland,1/1/2002,Automotive,142,1269104361
27,Automotive & Sports,/organization/ bang-networks,/organization/bang-networks,/funding-round/ba025fbc8bc3ca77ea945b61c4d21724,venture,B,5/11/2001,14000000.00,/Organization/Bang-Networks,Bang Networks,http://www.bangnetworks.com/,Automated Kiosk|Digital Media|Marketing Automation|Media|Sales and Marketing,operating,USA,CA,SF Bay Area,San Francisco,1/1/1999,Automated Kiosk,142,1269104361
28,Automotive & Sports,/organization/ razorsight,/organization/razorsight,/funding-round/49d16979218df84a40ea2c1945e98b86,venture,A,12/1/2006,10000000.00,/Organization/Razorsight,Razorsight,http://www.razorsight.com,Automotive|Freelancers|Software,acquired,USA,VA,"Washington, D.C.",Reston,1/1/2001,Automotive,142,1269104361
29,Automotive & Sports,/organization/ voicebox-technologies,/organization/voicebox-technologies,/funding-round/4967db9fe16758cb9e08f8c38cc8c7a9,venture,C,30-12-2010,5268902.00,/Organization/Voicebox-Technologies,VoiceBox Technologies,http://www.voicebox.com,Automotive|Home Automation|Mobile|Mobile Commerce|Software|Speech Recognition,operating,USA,WA,Seattle,Bellevue,1/1/2001,Automotive,142,1269104361
30,Automotive & Sports,/organization/ netformx,/organization/netformx,/funding-round/686692625500fbd8b21d2e5f861fdc97,venture,NA,14-12-2009,12000000.00,/Organization/Netformx,Netformx,http://www.netformx.com,Design|Enterprise Software|Software,operating,USA,CA,SF Bay Area,San Jose,1/1/1994,Design,142,1269104361
31,Automotive & Sports,/organization/ purcell-systems,/ORGANIZATION/PURCELL-SYSTEMS,/funding-round/9e7f8c035b4f69e9b4a9803526c9c541,venture,B,4/5/2007,10000000.00,/Organization/Purcell-Systems,Purcell Systems,NA,Design|Electronics|Manufacturing|Service Providers|Telecommunications,acquired,USA,WA,Spokane,Spokane,NA,Design,142,1269104361
32,Automotive & Sports,/organization/ fly-blade,/ORGANIZATION/FLY-BLADE,/funding-round/a2ba12e7816faa0c78352568cf81c9e0,venture,A,19-05-2015,6000000.00,/Organization/Fly-Blade,Fly BLADE,http://www.flyblade.com/,Aerospace,operating,USA,NY,New York City,New York,1/1/2014,Aerospace,142,1269104361
33,Automotive & Sports,/organization/ teravicta-technologies,/ORGANIZATION/TERAVICTA-TECHNOLOGIES,/funding-round/bd966df3dd16a7be626f0928bfadc61d,venture,NA,1/6/2006,10000000.00,/Organization/Teravicta-Technologies,TeraVicta Technologies,NA,Design|Distribution|Manufacturing,operating,USA,TX,Austin,Austin,1/1/2000,Design,142,1269104361
34,Automotive & Sports,/organization/ ridemakerz,/organization/ridemakerz,/funding-round/e802da88245c80cd67e0b6b00d4635e8,venture,B,1/3/2008,10300000.00,/Organization/Ridemakerz,Ridemakerz,http://www.ridemakerz.com,Cars|E-Commerce|Toys|Virtual Worlds,operating,USA,MO,St. Louis,Saint Louis,1/6/2006,Cars,142,1269104361
35,Automotive & Sports,/organization/ voicebox-technologies,/ORGANIZATION/VOICEBOX-TECHNOLOGIES,/funding-round/57d7af3af2b0a62acf4d901aa376b499,venture,NA,14-12-2009,8267208.00,/Organization/Voicebox-Technologies,VoiceBox Technologies,http://www.voicebox.com,Automotive|Home Automation|Mobile|Mobile Commerce|Software|Speech Recognition,operating,USA,WA,Seattle,Bellevue,1/1/2001,Automotive,142,1269104361
36,Automotive & Sports,/organization/ hiq-solar,/organization/hiq-solar,/funding-round/c368a976b23bc947d69eae08c60076fb,venture,A,10/9/2015,11000000.00,/Organization/Hiq-Solar,HiQ Solar,http://www.hiqsolar.com/,Design|Services|Solar,operating,USA,CA,SF Bay Area,Santa Clara,1/1/2009,Design,142,1269104361
37,Automotive & Sports,/organization/ project-100,/organization/project-100,/funding-round/e6aa4a0584802c1f14aed4acb80f6ee9,venture,A,16-05-2014,10000000.00,/Organization/Project-100,Shift,http://goproject100.com,Bicycles,operating,USA,NV,Las Vegas,Las Vegas,NA,Bicycles,142,1269104361
38,Automotive & Sports,/organization/ teravicta-technologies,/organization/teravicta-technologies,/funding-round/3f6f4979cb47f60f3a69c9316f901071,venture,D,18-04-2005,7500000.00,/Organization/Teravicta-Technologies,TeraVicta Technologies,NA,Design|Distribution|Manufacturing,operating,USA,TX,Austin,Austin,1/1/2000,Design,142,1269104361
39,Automotive & Sports,/organization/ voyence,/ORGANIZATION/VOYENCE,/funding-round/901d60f7738c28db86bb660a3539da91,venture,NA,2/11/2004,12000000.00,/Organization/Voyence,Voyence,NA,Design|EdTech|Education|Finance|FinTech|Health Care|Security|Software Compliance,acquired,USA,TX,Dallas,Richardson,1/1/2000,Design,142,1269104361
40,Automotive & Sports,/organization/ seegrid-corp,/ORGANIZATION/SEEGRID-CORP,/funding-round/472cf6878b7ee7a4b4eb6e8e29448972,venture,NA,23-02-2015,11115754.00,/Organization/Seegrid-Corp,Seegrid Corp,http://www.seegrid.com,Automotive,operating,USA,PA,Pittsburgh,Pittsburgh,1/1/2003,Automotive,142,1269104361
41,Automotive & Sports,/organization/ nfocus-neuromedical,/organization/nfocus-neuromedical,/funding-round/a0bb2ca7430c4819ab34a323a23b3b7a,venture,NA,12/4/2011,7542266.00,/Organization/Nfocus-Neuromedical,Nfocus Neuromedical,NA,Design|Hardware + Software,acquired,USA,CA,SF Bay Area,Palo Alto,1/1/1997,Design,142,1269104361
42,Automotive & Sports,/organization/ agm-automotive,/organization/agm-automotive,/funding-round/0ac85ce267380a3fd4a7e0cea153dfe1,venture,NA,30-04-2014,12500000.00,/Organization/Agm-Automotive,AGM Automotive,http://agmautomotive.com,Automotive|Heavy Industry|Services,operating,USA,MI,Detroit,Troy,1/2/2001,Automotive,142,1269104361
43,Automotive & Sports,/organization/ fusion-media-group,/organization/fusion-media-group,/funding-round/e7c9ad088b8fdc462d5efa883c38c316,venture,A,12/11/2007,7500000.00,/Organization/Fusion-Media-Group,Fusion Media Group,http://www.fusionmediagroup.com/,Design|Graphic Design|User Experience Design,operating,USA,MA,MA - Other,Wenham,NA,Design,142,1269104361
44,Automotive & Sports,/organization/ ehang,/ORGANIZATION/EHANG,/funding-round/cf1321bcd5745aade7e99eedaaa26ded,venture,A,30-12-2014,10000000.00,/Organization/Ehang,Ehang,http://www.ehang.com/en/index.php,Drones,operating,USA,CA,SF Bay Area,San Carlos,1/1/2014,Drones,142,1269104361
45,Automotive & Sports,/organization/ zero-motorcycles,/ORGANIZATION/ZERO-MOTORCYCLES,/funding-round/e98f34cdc955ff37afc6675b6255c7ed,venture,NA,1/4/2012,9000000.00,/Organization/Zero-Motorcycles,Zero Motorcycles Inc.,http://www.zeromotorcycles.com,Automotive|Electric Vehicles,operating,USA,CA,SF Bay Area,Scotts Valley,1/1/2006,Automotive,142,1269104361
46,Automotive & Sports,/organization/ mapbox,/ORGANIZATION/MAPBOX,/funding-round/108c82a0f35b1a1f2b145ab226f24ede,venture,A,16-10-2013,10000000.00,/Organization/Mapbox,Mapbox,http://www.mapbox.com,Design|Enterprise Software|Geospatial|Maps|Open Source,operating,USA,DC,"Washington, D.C.",Washington,1/1/2010,Design,142,1269104361
47,Automotive & Sports,/organization/ sunrise-atelier,/organization/sunrise-atelier,/funding-round/01837064569ff00f1612210ea30e9b6c,venture,A,22-07-2014,5999956.00,/Organization/Sunrise-Atelier,Sunrise Atelier,NA,Design|Email|Services,operating,USA,NY,New York City,New York,1/1/2012,Design,142,1269104361
48,Automotive & Sports,/organization/ trilumina,/organization/trilumina,/funding-round/bef857d070d7535a2b353495c11cfbcd,venture,A,22-02-2014,8500000.00,/Organization/Trilumina,TriLumina Corp.,http://www.trilumina.com,Automotive|Semiconductors|Sensors,operating,USA,NM,Albuquerque,Albuquerque,1/1/2010,Automotive,142,1269104361
49,Automotive & Sports,/organization/ additech,/ORGANIZATION/ADDITECH,/funding-round/c1c50ebc27ce45adbdd21e0b121fd23a,venture,NA,9/8/2006,6000000.00,/Organization/Additech,Additech,http://www.additech.com,Automotive,operating,USA,TX,Houston,Houston,1/1/1995,Automotive,142,1269104361
50,Automotive & Sports,/organization/ teravicta-technologies,/ORGANIZATION/TERAVICTA-TECHNOLOGIES,/funding-round/3f45bbbd6726b5b6976697443e4c1b6c,venture,B,19-02-2004,6000000.00,/Organization/Teravicta-Technologies,TeraVicta Technologies,NA,Design|Distribution|Manufacturing,operating,USA,TX,Austin,Austin,1/1/2000,Design,142,1269104361
51,Automotive & Sports,/organization/ coverhound,/organization/coverhound,/funding-round/1215977e0be65492b62209bdf0f1157b,venture,A,8/2/2013,8181488.00,/Organization/Coverhound,CoverHound,http://www.coverhound.com,Cars|Finance|FinTech,operating,USA,CA,SF Bay Area,San Francisco,1/5/2010,Cars,142,1269104361
52,Automotive & Sports,/organization/ leesa,/organization/leesa,/funding-round/501582ae9cdf3385072f9c5aa7d52e31,venture,A,2/7/2015,9000000.00,/Organization/Leesa,Leesa,http://www.leesa.com/,Design|E-Commerce,operating,USA,VA,Norfolk - Virginia Beach,Virginia Beach,1/1/2014,Design,142,1269104361
53,Automotive & Sports,/organization/ brammo,/organization/brammo,/funding-round/a3333a30934491d522d1735f7090af79,venture,D,6/3/2014,9500000.00,/Organization/Brammo,Brammo,http://www.brammo.com,Automotive|Batteries|Clean Technology|Energy,operating,USA,OR,Medford,Ashland,1/1/2002,Automotive,142,1269104361
54,Automotive & Sports,/organization/ sport-universal-process,/organization/sport-universal-process,/funding-round/20a30d7d5cc694892906198a9589d23e,venture,NA,3/7/2013,6507366.00,/Organization/Sport-Universal-Process,Sport Universal Process,http://www.sport-universal.com,Sports|Technology|Tracking,operating,USA,NY,NY - Other,Yorkshire,NA,Sports,142,1269104361
55,Automotive & Sports,/organization/ airbiquity,/organization/airbiquity,/funding-round/c6909a12d18862ebd5173dd1ee6abd6a,venture,NA,13-09-2012,10419873.00,/Organization/Airbiquity,Airbiquity,http://www.airbiquity.com,Automotive|Software|Wireless,operating,USA,WA,Seattle,Seattle,1/1/1997,Automotive,142,1269104361
56,Automotive & Sports,/organization/ cloudmade,/organization/cloudmade,/funding-round/afc318f25198de4c677f1df140f357e2,venture,B,27-07-2010,12311441.00,/Organization/Cloudmade,CloudMade,http://www.cloudmade.com,Automotive|iPhone|Location Based Services|Machine Learning|Maps|Mobile|Navigation,operating,USA,CA,SF Bay Area,Menlo Park,1/3/2008,Automotive,142,1269104361
57,Automotive & Sports,/organization/ coachup,/organization/coachup,/funding-round/360f1a5fa7c2c5f61ea0ceabcc12f5b4,venture,A,21-11-2013,6700000.00,/Organization/Coachup,CoachUp,http://www.coachup.com,Sports|Training,operating,USA,MA,Boston,Boston,15-05-2011,Sports,142,1269104361
58,Automotive & Sports,/organization/ tachyon-networks,/organization/tachyon-networks,/funding-round/42f534dc556725e3be0002f6e2547180,venture,B,29-09-2003,6000000.00,/Organization/Tachyon-Networks,Tachyon Networks,http://www.tachyon.net,Aerospace|Hardware + Software,operating,USA,CA,San Diego,San Diego,NA,Aerospace,142,1269104361
59,Automotive & Sports,/organization/ george-gee-automotive-companies,/organization/george-gee-automotive-companies,/funding-round/d889187085a181b0e315f0ead35dab17,venture,NA,8/4/2014,9550000.00,/Organization/George-Gee-Automotive-Companies,George Gee Automotive Companies,http://goseegee.com,Automotive,operating,USA,ID,ID - Other,Coeur D'alene,1/1/1983,Automotive,142,1269104361
60,Automotive & Sports,/organization/ coverhound,/ORGANIZATION/COVERHOUND,/funding-round/7492dd7c088deb231aae7a6b975673e3,venture,B,9/3/2015,14000000.00,/Organization/Coverhound,CoverHound,http://www.coverhound.com,Cars|Finance|FinTech,operating,USA,CA,SF Bay Area,San Francisco,1/5/2010,Cars,142,1269104361
61,Automotive & Sports,/organization/ pga-tour-superstore,/organization/pga-tour-superstore,/funding-round/479fc01e64d8c86888a1dda3e53c152d,venture,NA,9/5/2011,9000000.00,/Organization/Pga-Tour-Superstore,PGA TOUR Superstore,http://pgatoursuperstore.com,Sports,operating,USA,GA,Atlanta,Roswell,1/1/2003,Sports,142,1269104361
62,Automotive & Sports,/organization/ truecar,/organization/truecar,/funding-round/6babc6de9a82cc27a5d997405d19f611,venture,A,11/9/2008,13500000.00,/Organization/Truecar,TRUECar,http://www.truecar.com,Automotive|Public Transportation,ipo,USA,CA,Los Angeles,Santa Monica,1/1/2005,Automotive,142,1269104361
63,Automotive & Sports,/organization/ digg,/ORGANIZATION/DIGG,/funding-round/fac3a91a8145d98c8dc2302afc7de82a,venture,B,1/12/2006,8500000.00,/Organization/Digg,Digg,http://www.digg.com,Design|News|Social Bookmarking|Social Media|Technology|Web Tools,acquired,USA,NY,New York City,New York,11/10/2004,Design,142,1269104361
64,Automotive & Sports,/organization/ wheelz,/ORGANIZATION/WHEELZ,/funding-round/0a18ab55e59929e7c72a14f575e1acdb,venture,A,22-02-2012,13700000.00,/Organization/Wheelz,Wheelz,http://www.wheelz.com,Automotive|Collaborative Consumption,acquired,USA,CA,SF Bay Area,San Francisco,1/1/2011,Automotive,142,1269104361
65,Automotive & Sports,/organization/ intime-software-2,/ORGANIZATION/INTIME-SOFTWARE-2,/funding-round/6ca8a4fb6a6044bcff37addafd95137b,venture,NA,10/12/2001,14000000.00,/Organization/Intime-Software-2,InTime Software,http://www.intime.com,Design|Developer Tools|Technology,operating,USA,CA,SF Bay Area,Cupertino,NA,Design,142,1269104361
66,Automotive & Sports,/organization/ raysat,/organization/raysat,/funding-round/8762731c81be9c6025f665650ade6d22,venture,A,24-06-2004,10000000.00,/Organization/Raysat,RaySat,http://www.raysat.com,Automotive,acquired,USA,VA,"Washington, D.C.",Vienna,1/1/1997,Automotive,142,1269104361
67,Automotive & Sports,/organization/ golden-gate-technology,/organization/golden-gate-technology,/funding-round/72f5549e0928dfc6b0ae15dbae108c61,venture,A,27-05-2004,9000000.00,/Organization/Golden-Gate-Technology,Golden Gate Technology,http://www.ggtcorp.com,Design|Developer Tools|Electronics|Technology,operating,USA,CA,SF Bay Area,San Jose,NA,Design,142,1269104361
68,Automotive & Sports,/organization/ nistevo,/ORGANIZATION/NISTEVO,/funding-round/e72bea84ce0f91af98d0ebf48941cfdf,venture,C,24-02-2003,8000000.00,/Organization/Nistevo,Nistevo,http://www.nistevo.com/,Transportation,acquired,USA,MN,Minneapolis,Eden Prairie,NA,Transportation,142,1269104361
69,Automotive & Sports,/organization/ worldgate-communications,/ORGANIZATION/WORLDGATE-COMMUNICATIONS,/funding-round/eba841e803fcc855fa83bf7a2665b0b3,venture,NA,15-04-2009,6550000.00,/Organization/Worldgate-Communications,WorldGate Communications,NA,Design|Internet|Internet TV|Television,ipo,USA,PA,Philadelphia,Feasterville Trevose,NA,Design,142,1269104361
70,Automotive & Sports,/organization/ uber,/organization/uber,/funding-round/7fb4f6a6b5c4566beba7c7f328296051,venture,A,14-02-2011,11000000.00,/Organization/Uber,Uber,http://www.uber.com,Automotive|Design|Limousines|Public Transportation|Real Time|Transportation,operating,USA,CA,SF Bay Area,San Francisco,1/3/2009,Automotive,142,1269104361
71,Automotive & Sports,/organization/ razorsight,/ORGANIZATION/RAZORSIGHT,/funding-round/e8ced711521193cc75ee40fcae69108c,venture,B,22-07-2011,12000000.00,/Organization/Razorsight,Razorsight,http://www.razorsight.com,Automotive|Freelancers|Software,acquired,USA,VA,"Washington, D.C.",Reston,1/1/2001,Automotive,142,1269104361
72,Automotive & Sports,/organization/ citizen-sports,/ORGANIZATION/CITIZEN-SPORTS,/funding-round/7e2b3f5858cc3d9e6b397adade04cc5a,venture,NA,1/1/2007,10000000.00,/Organization/Citizen-Sports,Citizen Sports,http://www.citizensportsinc.com,Sports,acquired,USA,CA,SF Bay Area,San Francisco,1/1/2005,Sports,142,1269104361
73,Automotive & Sports,/organization/ gdiapers,/organization/gdiapers,/funding-round/ef35e457b4031ddcead4d4573616437a,venture,NA,22-10-2014,5800000.00,/Organization/Gdiapers,gDiapers,http://www.gdiapers.com/,Design,operating,USA,OR,"Portland, Oregon",Portland,1/11/2004,Design,142,1269104361
74,Automotive & Sports,/organization/ ipmobilenet,/ORGANIZATION/IPMOBILENET,/funding-round/6ca588840552bc4208feee49c213744b,venture,NA,12/10/2001,11000000.00,/Organization/Ipmobilenet,IPMobileNet,http://www.ipmn.com/,Design|Manufacturing|Telecommunications,operating,USA,CA,Anaheim,Irvine,NA,Design,142,1269104361
75,Automotive & Sports,/organization/ whill,/organization/whill,/funding-round/4ca5c2b4eddfa391b92a8e1348a87034,venture,A,2/9/2014,11000000.00,/Organization/Whill,WHILL,http://whill.jp,Automotive|Electric Vehicles|Hardware|Hardware + Software|Internet of Things|Mobility,operating,USA,CA,SF Bay Area,San Carlos,1/5/2012,Automotive,142,1269104361
76,Automotive & Sports,/organization/ quick-hit,/ORGANIZATION/QUICK-HIT,/funding-round/011eaf868f2ac45feda0d618237e2d6a,venture,B,14-01-2009,8000000.00,/Organization/Quick-Hit,Quick Hit,http://quickhit.com,Sports,closed,USA,MA,New Bedford,Foxboro,1/4/2008,Sports,142,1269104361
77,Automotive & Sports,/organization/ carcharging,/organization/carcharging,/funding-round/be5aa701a463466601be267e4b12ee5f,venture,NA,5/1/2015,6000000.00,/Organization/Carcharging,CarCharging,http://www.carcharging.com/,Cars,operating,USA,FL,Miami,Miami Beach,1/1/2009,Cars,142,1269104361
78,Automotive & Sports,/organization/ driverside,/organization/driverside,/funding-round/65e8e5a82ddf0026bc665c566fc280d4,venture,B,12/3/2009,5300000.00,/Organization/Driverside,DriverSide,http://www.driverside.com,Automotive|Cars,operating,USA,CA,SF Bay Area,San Francisco,1/9/2007,Automotive,142,1269104361
79,Automotive & Sports,/organization/ zero-motorcycles,/ORGANIZATION/ZERO-MOTORCYCLES,/funding-round/6e8de28cb6dcd8bc9f8b99d6a521467a,venture,NA,10/10/2014,6000000.00,/Organization/Zero-Motorcycles,Zero Motorcycles Inc.,http://www.zeromotorcycles.com,Automotive|Electric Vehicles,operating,USA,CA,SF Bay Area,Scotts Valley,1/1/2006,Automotive,142,1269104361
80,Automotive & Sports,/organization/ healthbox,/ORGANIZATION/HEALTHBOX,/funding-round/c7ddc7a7793a774e6ab1afd365b7c2de,venture,NA,17-04-2014,7000000.00,/Organization/Healthbox,Healthbox,http://www.healthbox.com,Automotive|Entrepreneur|Health Care|Incubators|Startups|Venture Capital,operating,USA,IL,Chicago,Chicago,1/4/2011,Automotive,142,1269104361
81,Automotive & Sports,/organization/ onshape-inc-,/ORGANIZATION/ONSHAPE-INC-,/funding-round/2729871237e309886b3c722054018ff9,venture,A,1/1/2013,9000000.00,/Organization/Onshape-Inc-,Onshape,http://www.onshape.com,CAD|Mobile|Software,operating,USA,MA,Boston,Cambridge,1/1/2012,CAD,142,1269104361
